name,city,country,country_code,iata,icao,x,y,elevation,apid,timezone,dst,tz_id,type,source,ap_uid,ap_name
Alberto Alcolumbre Airport,Macapa,Brazil,,MCP,SBMQ,-51.0722007751,0.0506640002131,56,2591,-3,S,America/Fortaleza,airport,OurAirports,,"Macapa-Alberto Alcolumbre Airport (MCP), Brazil"
Alberto Carnevalli Airport,Merida,Venezuela,,MRD,SVMD,-71.161041,8.582078,5007,2849,-4,U,America/Caracas,airport,OurAirports,,"Merida-Alberto Carnevalli Airp. (MRD), Venezuela"
Alberto Delgado Airport,Trinidad,Cuba,,TND,MUTD,-79.99720001220703,21.788299560546875,125,5853,-5,U,America/Havana,airport,OurAirports,user,"Trinidad-Alberto Delgado Airport (TND), Cuba"
Albi-Le Séquestre Airport,Albi,France,,LBI,LFCI,2.1130599975585938,43.91389846801758,564,1284,1,E,Europe/Paris,airport,OurAirports,,"Albi-Le Séquestre Airport (LBI), France"
Albian Aerodrome,Wood Buffalo,Canada,,JHL,,-111.418889,57.223889,1048,8904,-7,A,America/Edmonton,airport,User,user,"Wood Buffalo-Albian Aerodrome (JHL), Canada"
Albina Airport,Albina,Suriname,,ABN,SMBN,-54.05009841918945,5.512720108032227,19,7325,-3,U,America/Paramaribo,airport,OurAirports,user,"Albina Airport (ABN), Suriname"
Albuquerque International Sunport,Albuquerque,United States,,ABQ,KABQ,-106.609001,35.040199,5355,4019,-7,A,America/Denver,airport,OurAirports,user,"Albuquerque International. (ABQ), United States"
Albury Airport,Albury,Australia,,ABX,YMAY,146.95799255371094,-36.06779861450195,539,3333,10,O,Australia/Sydney,airport,OurAirports,,"Albury Airport (ABX), Australia"
Alcides Fernández Airport,Acandi,Colombia,,ACD,SKAD,-77.3,8.51667,50,7354,-5,U,America/Bogota,airport,OurAirports,user,"Acandi-Alcides Fernández Airpo. (ACD), Colombia"
Aldan Airport,Aldan,Russia,,ADH,UEEA,125.40899658203125,58.60279846191406,2241,9377,9,N,Asia/Yakutsk,airport,OurAirports,user,"Aldan Airport (ADH), Russia"
Alderney Airport,Alderney,Guernsey,,ACI,EGJA,-2.21472,49.706104,290,497,0,E,Europe/Guernsey,airport,OurAirports,,"Alderney Airport (ACI), Guernsey"
Alejandro Velasco Astete International Airport,Cuzco,Peru,,CUZ,SPZO,-71.9387969971,-13.535699844400002,10860,2812,-5,U,America/Lima,airport,OurAirports,,"Cuzco-Alejandro Velasco Astete Inte. (CUZ), Peru"
Aleknagik / New Airport,Aleknagik,United States,,WKK,5A8,-158.617996216,59.2826004028,66,6126,-9,A,America/Anchorage,airport,OurAirports,user,"Aleknagik / New Airport (WKK), United States"
Aleppo International Airport,Aleppo,Syria,,ALP,OSAP,37.22439956665039,36.18069839477539,1276,2235,2,E,Asia/Damascus,airport,OurAirports,,"Aleppo International Airport (ALP), Syria"
Alert Airport,Alert,Canada,,YLT,CYLT,-62.2806015015,82.51779937740001,100,86,-5,A,America/Toronto,airport,OurAirports,,"Alert Airport (YLT), Canada"
Alert Bay Airport,Alert Bay,Canada,,YAL,CYAL,-126.91600036621094,50.58219909667969,240,11744,,,,airport,OurAirports,,"Alert Bay Airport (YAL), Canada"
Ålesund Airport,Alesund,Norway,,AES,ENAL,6.119699954986572,62.5625,69,630,1,E,Europe/Oslo,airport,OurAirports,,"Alesund-Ålesund Airport (AES), Norway"
Alexander Bay Airport,Alexander Bay,South Africa,,ALJ,FAAB,16.5333,-28.575001,98,790,2,U,Africa/Johannesburg,airport,OurAirports,,"Alexander Bay Airport (ALJ), South Africa"
Alexander Field South Wood County Airport,Wisconsin Rapids,United States,,ISW,KISW,-89.83899688720001,44.3602981567,1021,8654,-6,A,America/Chicago,airport,OurAirports,user,"Wisconsin Rapids-Alexander. (ISW), United States"
Alexander Municipal Airport,Belen,United States,,E80,,-106.8363401,34.6458616,5200,13133,-6,A,,,,user,"Belen-Alexander Municipal. (E80), United States"
Alexander the Great International Airport,Kavala,Greece,,KVA,LGKV,24.619199752807617,40.913299560546875,18,1462,2,E,Europe/Athens,airport,OurAirports,,"Kavala-Alexander the Great Intern. (KVA), Greece"
Alexandra Airport,Alexandra,New Zealand,,ALR,NZLX,169.3730010986328,-45.211700439453125,752,2019,12,Z,Pacific/Auckland,airport,OurAirports,,"Alexandra Airport (ALR), New Zealand"
Alexandria International Airport,Alexandria,United States,,AEX,KAEX,-92.54979705810547,31.32740020751953,89,3852,-6,A,America/Chicago,airport,OurAirports,,"Alexandria International A. (AEX), United States"
Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,Peru,,AOP,SPAS,-76.46659851070001,-2.79612994194,728,2777,-5,U,America/Lima,airport,OurAirports,,"Andoas-Alferez FAP Alfredo Vladimir. (AOP), Peru"
Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,,HUU,SPNC,-76.20480346679688,-9.878809928894043,6070,6067,-5,U,America/Lima,airport,OurAirports,user,"Huánuco-Alferez Fap David Figueroa. (HUU), Peru"
Alfonso Bonilla Aragon International Airport,Cali,Colombia,,CLO,SKCL,-76.3816,3.54322,3162,2715,-5,U,America/Bogota,airport,OurAirports,,"Cali-Alfonso Bonilla Aragon Int. (CLO), Colombia"
Alfonso López Pumarejo Airport,Valledupar,Colombia,,VUP,SKVP,-73.2495,10.435,483,2755,-5,U,America/Bogota,airport,OurAirports,,"Valledupar-Alfonso López Pumar. (VUP), Colombia"
Alfredo Vásquez Cobo International Airport,Leticia,Colombia,,LET,SKLT,-69.9432,-4.19355,277,2728,-5,U,America/Bogota,airport,OurAirports,,"Leticia-Alfredo Vásquez Cobo I. (LET), Colombia"
Algeciras Heliport,Algeciras,Spain,,AEI,LEAG,-5.441118,36.12888,98,13677,-2,E,,airport,OurAirports,user,"Algeciras Heliport (AEI), Spain"
Alghero-Fertilia Airport,Alghero,Italy,,AHO,LIEA,8.29077,40.632099,87,1517,1,E,Europe/Rome,airport,OurAirports,,"Alghero-Fertilia Airport (AHO), Italy"
Alicante International Airport,Alicante,Spain,,ALC,LEAL,-0.5581560134887695,38.28219985961914,142,1212,1,E,Europe/Madrid,airport,OurAirports,,"Alicante International Airport (ALC), Spain"
Alice International Airport,Alice,United States,,ALI,KALI,-98.02690124510002,27.740900039699998,178,3574,-6,A,America/Chicago,airport,OurAirports,,"Alice International Airport (ALI), United States"
Alice Springs Airport,Alice Springs,Australia,,ASP,YBAS,133.90199279785156,-23.806699752807617,1789,3319,9.5,N,Australia/Darwin,airport,OurAirports,,"Alice Springs Airport (ASP), Australia"
Alitak Seaplane Base,Lazy Bay,United States,,ALZ,,-154.247778,56.899444,0,7166,-9,A,America/Anchorage,airport,User,user,"Lazy Bay-Alitak Seaplane B. (ALZ), United States"
All Airports,Paris,France,,PAR,,2.352222,48.856389,107,8588,1,E,Europe/Paris,airport,User,user,"Paris-All Airports (PAR), France"
All Airports,London,United Kingdom,,LON,,-0.127778,51.508056,66,8590,0,E,Europe/London,airport,User,user,"London-All Airports (LON), United Kingdom"
All Airports,New York,United States,,NYC,,-74.005833,40.714167,31,8591,-5,A,America/New_York,airport,User,user,"New York-All Airports (NYC), United States"
All Airports,Chicago,United States,,CHI,,-87.631667,41.883611,596,8592,-6,A,America/Chicago,airport,User,user,"Chicago-All Airports (CHI), United States"
All Airports,Tokyo,Japan,,TYO,,139.691667,35.689444,123,8594,9,U,Asia/Tokyo,airport,User,user,"Tokyo-All Airports (TYO), Japan"
All Airports,Beijing,China,,BJS,,116.407222,39.904167,171,8595,8,U,Asia/Shanghai,airport,User,user,"Beijing-All Airports (BJS), China"
All Airports,Milan,Italy,,MIL,,9.188056,45.463611,402,8596,1,E,Europe/Rome,airport,User,user,"Milan-All Airports (MIL), Italy"
All Airports,Washington,United States,,WAS,,-77.035278,38.889444,25,8597,-5,A,America/New_York,airport,User,user,"Washington-All Airports (WAS), United States"
All Airports,Montreal,Canada,,YMQ,,-73.553889,45.508611,53,8598,-5,A,America/Toronto,airport,User,user,"Montreal-All Airports (YMQ), Canada"
All Airports,Toronto,Canada,,YTO,,-79.383056,43.653056,302,8599,-5,A,America/Toronto,airport,User,user,"Toronto-All Airports (YTO), Canada"
Allah Valley Airport,Surallah,Philippines,,AAV,RPMA,124.7509994506836,6.366819858551025,659,11926,,,,airport,OurAirports,,"Surallah-Allah Valley Airport (AAV), Philippines"
Allahabad Airport,Allahabad,India,,IXD,VIAL,81.73390197753906,25.440099716186523,322,3080,5.5,N,Asia/Calcutta,airport,OurAirports,,"Allahabad Airport (IXD), India"
Allakaket Airport,Allakaket,United States,,AET,PFAL,-152.621994019,66.5518035889,441,6839,-9,A,America/Anchorage,airport,OurAirports,user,"Allakaket Airport (AET), United States"
Alldays Airport,Alldays,South Africa,,ADY,FAAL,29.0555000305,-22.6790008545,2600,8702,2,U,Africa/Johannesburg,airport,OurAirports,user,"Alldays Airport (ADY), South Africa"
Allegheny County Airport,Pittsburgh,United States,,AGC,KAGC,-79.9301986694336,40.354400634765625,1252,7495,-5,A,America/New_York,airport,OurAirports,user,"Pittsburgh-Allegheny Count. (AGC), United States"
Allen Army Airfield,Delta Junction,United States,,BIG,PABI,-145.722000122,63.9944992065,1291,3475,-9,A,America/Anchorage,airport,OurAirports,,"Delta Junction-Allen Army. (BIG), United States"
Allen County Airport,Iola,United States,,K88,,-95.386944,37.868222,1016,13157,-5,A,,,,user,"Iola-Allen County Airport (K88), United States"
Alliance Municipal Airport,Alliance,United States,,AIA,KAIA,-102.804000854,42.0531997681,3931,7067,-7,A,America/Denver,airport,OurAirports,user,"Alliance Municipal Airport (AIA), United States"
Alluitsup Paa Heliport,Alluitsup Paa,Greenland,,LLU,BGAP,-45.56917,60.46445,54,5438,-3,E,America/Godthab,airport,OurAirports,user,"Alluitsup Paa Heliport (LLU), Greenland"
Alma Airport,Alma,Canada,,YTF,CYTF,-71.64189910889999,48.50889968869999,445,7254,-5,A,America/Toronto,airport,OurAirports,user,"Alma Airport (YTF), Canada"
Almaty Airport,Alma-ata,Kazakhstan,,ALA,UAAA,77.04049682617188,43.35210037231445,2234,2908,6,U,Asia/Qyzylorda,airport,OurAirports,,"Alma-ata-Almaty Airport (ALA), Kazakhstan"
Almería International Airport,Almeria,Spain,,LEI,LEAM,-2.3701000213623047,36.84389877319336,70,1213,1,E,Europe/Madrid,airport,OurAirports,,"Almeria-Almería International Air. (LEI), Spain"
Almirante Marco Andres Zar Airport,Trelew,Argentina,,REL,SAVT,-65.2703,-43.2105,141,2490,-3,N,America/Catamarca,airport,OurAirports,,"Trelew-Almirante Marco Andres. (REL), Argentina"
Almirante Padilla Airport,Rio Hacha,Colombia,,RCH,SKRH,-72.926,11.5262,43,2746,-5,U,America/Bogota,airport,OurAirports,,"Rio Hacha-Almirante Padilla Air. (RCH), Colombia"
Along Airport,Along,India,,IXV,VEAN,94.802001953125,28.17530059814453,900,3037,5.5,N,Asia/Calcutta,airport,OurAirports,,"Along Airport (IXV), India"
Alonso Valderrama Airport,Chitré,Panama,,CTD,MPCE,-80.40969848632812,7.987840175628662,33,5838,-5,U,America/Panama,airport,OurAirports,user,"Chitré-Alonso Valderrama Airport (CTD), Panama"
Alpena County Regional Airport,Alpena,United States,,APN,KAPN,-83.56030273,45.0780983,690,5720,-5,A,America/New_York,airport,OurAirports,user,"Alpena County Regional Air. (APN), United States"
Alpha Airport,Alpha,Australia,,ABH,YAPH,146.584,-23.646099,1255,12011,,,,airport,OurAirports,,"Alpha Airport (ABH), Australia"
Alpine Casparis Municipal Airport,Alpine,United States,,ALE,KE38,-103.683998108,30.384199142499998,4515,10107,-5,A,,airport,OurAirports,user,"Alpine Casparis Municipal. (ALE), United States"
Alta Airport,Alta,Norway,,ALF,ENAT,23.371700286865,69.976097106934,9,632,1,E,Europe/Oslo,airport,OurAirports,,"Alta Airport (ALF), Norway"
Altai Airport,Altai,Mongolia,,LTI,ZMAT,96.22109985351562,46.376399993896484,7260,6370,8,U,Asia/Ulaanbaatar,airport,OurAirports,user,"Altai Airport (LTI), Mongolia"
Altamira Airport,Altamira,Brazil,,ATM,SBHT,-52.254001617432,-3.2539100646973,369,2566,-3,S,America/Belem,airport,OurAirports,,"Altamira Airport (ATM), Brazil"
Altay Air Base,Altay,China,,AAT,ZWAT,88.08580780030002,47.7498855591,2460,6946,8,U,Asia/Shanghai,airport,OurAirports,user,"Altay Air Base (AAT), China"
Altenburg-Nobitz Airport,Altenburg,Germany,,AOC,EDAC,12.506389,50.981945,640,318,1,E,Europe/Berlin,airport,OurAirports,,"Altenburg-Nobitz Airport (AOC), Germany"
Altoona Blair County Airport,Altoona,United States,,AOO,KAOO,-78.31999969,40.29639816,1503,3694,-5,A,America/New_York,airport,OurAirports,,"Altoona Blair County Airpo. (AOO), United States"
Altus Air Force Base,Altus,United States,,LTS,KLTS,-99.2667007446,34.667098999,1382,3635,-6,A,America/Chicago,airport,OurAirports,,"Altus Air Force Base (LTS), United States"
Alula Airport,Alula,Somalia,,ALU,HCMA,50.748,11.9582,6,5685,3,U,Africa/Mogadishu,airport,OurAirports,user,"Alula Airport (ALU), Somalia"
Alverca Air Base,Alverca,Portugal,,AVR,LPAR,-9.0301,38.883301,11,1616,0,E,Europe/Lisbon,airport,OurAirports,,"Alverca Air Base (AVR), Portugal"
Alxa Left Banner Bayanhot Airport,Alxa Left Banner,China,,AXF,ZBAL,105.58858,38.74831,4560,12921,8,N,,airport,OurAirports,user,"Alxa Left Banner Bayanhot Airport (AXF), China"
Alxa Right Banner Badanjilin Airport,Alxa Right Banner,China,,RHT,ZBAR,101.546,39.225,4659,13481,8,N,,airport,OurAirports,user,"Alxa Right Banner Badanjilin Airpo. (RHT), China"
Alzintan Airport,Zintan,Libya,,ZIS,HLZN,12.25006,31.774878,2080,13451,2,N,,airport,OurAirports,user,"Zintan-Alzintan Airport (ZIS), Libya"
Am Timan Airport,Am Timan,Chad,,AMC,FTTN,20.274000167799997,11.0340003967,1420,7413,1,U,Africa/Ndjamena,airport,OurAirports,user,"Am Timan Airport (AMC), Chad"
Amado Nervo National Airport,Tepic,Mexico,,TPQ,MMEP,-104.843002,21.4195,3020,1802,-7,S,America/Mazatlan,airport,OurAirports,,"Tepic-Amado Nervo National Airport (TPQ), Mexico"
Amakusa Airport,Amakusa,Japan,,AXJ,RJDA,130.158997,32.482498,340,7550,9,U,Asia/Tokyo,airport,OurAirports,user,"Amakusa Airport (AXJ), Japan"
Amami Airport,Amami,Japan,,ASJ,RJKA,129.71299743652344,28.430599212646484,27,2316,9,U,Asia/Tokyo,airport,OurAirports,,"Amami Airport (ASJ), Japan"
Amarais Airport,Campinas,Brazil,,CPQ,SDAM,-47.10820007324219,-22.85919952392578,2008,7125,-3,S,America/Sao_Paulo,airport,OurAirports,user,"Campinas-Amarais Airport (CPQ), Brazil"
Amasya Merzifon Airport,Merzifon,Turkey,,MZH,LTAP,35.521999,40.829399,1758,1693,3,E,Europe/Istanbul,airport,OurAirports,,"Merzifon-Amasya Merzifon Airport (MZH), Turkey"
Amata Airport,Amata,Australia,,AMT,YAMT,131.20700073242188,-26.108299255371094,695,12958,9.5,O,,airport,OurAirports,user,"Amata Airport (AMT), Australia"
Ambalabe Airport,Antsohihy,Madagascar,,WAI,FMNW,47.993900299072266,-14.898799896240234,92,935,3,U,Indian/Antananarivo,airport,OurAirports,,"Antsohihy-Ambalabe Airport (WAI), Madagascar"
Ambatomainty Airport,Ambatomainty,Madagascar,,AMY,,47.1833,-17.1667,500,7430,3,U,Indian/Antananarivo,airport,User,user,"Ambatomainty Airport (AMY), Madagascar"
Ambatondrazaka Airport,Ambatondrazaka,Madagascar,,WAM,FMMZ,48.442583,-17.795378,2513,5622,3,U,Indian/Antananarivo,airport,OurAirports,user,"Ambatondrazaka Airport (WAM), Madagascar"
Ambilobe Airport,Ambilobe,Madagascar,,AMB,FMNE,48.987998962402344,-13.188400268554688,72,926,3,U,Indian/Antananarivo,airport,OurAirports,,"Ambilobe Airport (AMB), Madagascar"
Ambler Airport,Ambler,United States,,ABL,PAFM,-157.856989,67.1063,334,7177,-9,A,America/Anchorage,airport,OurAirports,user,"Ambler Airport (ABL), United States"
Amboin,Amboin,Papua New Guinea,,AMG,,147.218889,-9.441944,124,11654,13,U,,unknown,User,user,"Amboin (AMG), Papua New Guinea"
Amborovy Airport,Mahajanga,Madagascar,,MJN,FMNM,46.351232528699995,-15.6668417421,87,929,3,U,Indian/Antananarivo,airport,OurAirports,,"Mahajanga-Amborovy Airport (MJN), Madagascar"
Amboseli Airport,Amboseli National Park,Kenya,,ASV,HKAM,37.25310134887695,-2.645050048828125,3755,5692,3,U,Africa/Nairobi,airport,OurAirports,user,"Amboseli National Park-Amboseli Ai. (ASV), Kenya"
Ambunti,Ambunti,Papua New Guinea,,AUJ,,142.51,-4.15,160,7795,10,U,Pacific/Port_Moresby,unknown,User,user,"Ambunti (AUJ), Papua New Guinea"
Amderma Airport,Amderma,Russia,,AMV,ULDD,61.556400299072266,69.76329803466797,13,6112,3,N,Europe/Moscow,airport,OurAirports,user,"Amderma Airport (AMV), Russia"
Amherst Amtrak Station AMM,Amherst MA,United States,,XZK,,-72.511389,42.375,258,8726,-5,A,America/New_York,unknown,User,user,"Amherst MA-Amherst Amtrak. (XZK), United States"
Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,,SID,GVAC,-22.9494,16.7414,177,1102,-1,U,Atlantic/Cape_Verde,airport,OurAirports,,"Amilcar Cabral-Amílcar Cabra. (SID), Cape Verde"
Amman-Marka International Airport,Amman,Jordan,,ADJ,OJAM,35.991600036621094,31.972700119018555,2555,2171,2,E,Asia/Amman,airport,OurAirports,,"Amman-Marka International Airport (ADJ), Jordan"
Amook Bay Seaplane Base,Amook Bay,United States,,AOS,,-153.815278,57.471389,0,7167,-9,A,America/Anchorage,airport,User,user,"Amook Bay Seaplane Base (AOS), United States"
Amos/Magny Airport,Amos,Canada,,YEY,CYEY,-78.249702,48.563903,1068,11753,,,,airport,OurAirports,,"Amos/Magny Airport (YEY), Canada"
Ampampamena Airport,Ampampamena,Madagascar,,IVA,FMNZ,48.632702,-13.484816,49,936,3,U,Indian/Antananarivo,airport,OurAirports,,"Ampampamena Airport (IVA), Madagascar"
Ampara Airport,Galoya,Sri Lanka,,ADP,VCCG,81.62594,7.33776,150,3028,5.5,U,Asia/Colombo,airport,OurAirports,,"Galoya-Ampara Airport (ADP), Sri Lanka"
Amsterdam Airport Schiphol,Amsterdam,Netherlands,,AMS,EHAM,4.76389,52.308601,-11,580,1,E,Europe/Amsterdam,airport,OurAirports,,"Amsterdam Airport Schiphol (AMS), Netherlands"
Amsterdam Centraal,Amsterdam,Netherlands,,ZYA,,4.9,52.378333,0,7697,1,E,Europe/Amsterdam,unknown,User,user,"Amsterdam Centraal (ZYA), Netherlands"
Anaa Airport,Anaa,French Polynesia,,AAA,NTGA,-145.50999450683594,-17.35260009765625,10,1973,-10,U,Pacific/Tahiti,airport,OurAirports,,"Anaa Airport (AAA), French Polynesia"
Anaco Airport,Anaco,Venezuela,,AAO,SVAN,-64.4707260131836,9.430225372314453,721,2819,-4,U,America/Caracas,airport,OurAirports,,"Anaco Airport (AAO), Venezuela"
Anacortes Airport,Anacortes,United States,,OTS,,-122.6625,48.498889,241,7084,-8,A,America/Los_Angeles,airport,User,user,"Anacortes Airport (OTS), United States"
Anadolu Airport,Eskissehir,Turkey,,AOE,LTBY,30.5194,39.809898,2588,6780,3,E,Europe/Istanbul,airport,OurAirports,user,"Eskissehir-Anadolu Airport (AOE), Turkey"
Anahim Lake Airport,Anahim Lake,Canada,,YAA,CAJ4,-125.3030014038086,52.45249938964844,3635,5457,-8,A,America/Vancouver,airport,OurAirports,user,"Anahim Lake Airport (YAA), Canada"
Anaktuvuk Pass Airport,Anaktuvuk Pass,United States,,AKP,PAKP,-151.7429962,68.13359833,2102,6712,-9,A,America/Anchorage,airport,OurAirports,user,"Anaktuvuk Pass Airport (AKP), United States"
Analalava Airport,Analalava,Madagascar,,HVA,FMNL,47.76380157470703,-14.62969970703125,345,928,3,U,Indian/Antananarivo,airport,OurAirports,,"Analalava Airport (HVA), Madagascar"
Anapa Vityazevo Airport,Anapa,Russia,,AAQ,URKA,37.347301483154,45.002101898193,174,4353,3,N,Europe/Moscow,airport,OurAirports,user,"Anapa Vityazevo Airport (AAQ), Russia"
Ancona Falconara Airport,Ancona,Italy,,AOI,LIPY,13.3623,43.616299,49,4309,1,E,Europe/Rome,airport,OurAirports,user,"Ancona Falconara Airport (AOI), Italy"
Andahuaylas Airport,Andahuaylas,Peru,,ANS,SPHY,-73.35040283203125,-13.706399917602539,11300,2787,-5,U,America/Lima,airport,OurAirports,,"Andahuaylas Airport (ANS), Peru"
Andapa Airport,Andapa,Madagascar,,ZWA,FMND,49.620601654052734,-14.651700019836426,1552,925,3,U,Indian/Antananarivo,airport,OurAirports,,"Andapa Airport (ZWA), Madagascar"
Andavadoaka,Andavadoaka,Madagascar,,DVD,,43.270556,-22.111111,27,8720,3,U,Indian/Antananarivo,unknown,User,user,"Andavadoaka (DVD), Madagascar"
Andersen Air Force Base,Andersen,Guam,,UAM,PGUA,144.929998,13.584,627,2245,10,U,Pacific/Guam,airport,OurAirports,,"Andersen Air Force Base (UAM), Guam"
Anderson Municipal Darlington Field,ANDERSON,United States,,AID,KAID,-85.6129989624,40.10860061649999,919,13077,-4,A,,airport,OurAirports,user,"Anderson Municipal Darling. (AID), United States"
Anderson Regional Airport,Andersen,United States,,AND,KAND,-82.70939636230001,34.4945983887,782,3466,-5,A,America/New_York,airport,OurAirports,,"Andersen-Anderson Regional. (AND), United States"
Andi Jemma Airport,Masamba,Indonesia,,MXB,WAWM,120.323997,-2.55803,164,3887,8,N,Asia/Makassar,airport,OurAirports,,"Masamba-Andi Jemma Airport (MXB), Indonesia"
Andizhan Airport,Andizhan,Uzbekistan,,AZN,UTKA,72.2939987183,40.7276992798,1515,6148,5,U,Asia/Samarkand,airport,OurAirports,user,"Andizhan Airport (AZN), Uzbekistan"
Andorra La Vella,Andorra La Vella,Spain,,ALV,,1.52,42.51,10,9940,1,E,,unknown,User,user,"Andorra La Vella (ALV), Spain"
Andrau Airpark,Houston,United States,,AAP,KAAP,-95.58830261230001,29.722499847399998,79,9225,-6,A,America/Chicago,airport,OurAirports,user,"Houston-Andrau Airpark (AAP), United States"
Andravida Air Base,Andravida,Greece,,PYR,LGAD,21.292601,37.9207,55,1444,2,E,Europe/Athens,airport,OurAirports,,"Andravida Air Base (PYR), Greece"
Andrés Miguel Salazar Marcano Airport,Isla De Coche,Venezuela,,ICC,SVIE,-63.98159,10.794432,10,2843,-4,U,America/Caracas,airport,OurAirports,,"Isla De Coche-Andrés Miguel S. (ICC), Venezuela"
Andrés Sabella Gálvez International Airport,Antofagasta,Chile,,ANF,SCFA,-70.445099,-23.444501,455,2651,-4,S,America/Santiago,airport,OurAirports,,"Antofagasta-Andrés Sabella Gálve. (ANF), Chile"
Andros Town Airport,Andros Town,Bahamas,,ASD,MYAF,-77.79560089111328,24.697900772094727,5,1928,-5,U,America/Nassau,airport,OurAirports,,"Andros Town Airport (ASD), Bahamas"
Andøya Airport,Andoya,Norway,,ANX,ENAN,16.144199371338,69.292503356934,43,631,1,E,Europe/Oslo,airport,OurAirports,,"Andoya-Andøya Airport (ANX), Norway"
